,0,1,2,3,4,5,6
0,犯,02582615v,perpetrate,perpetrate%2:41:00::,VERB,bn:00085426v,False
1,犯,02582615v,commit,commit%2:41:00::,VERB,bn:00085426v,False
2,犯,02582615v,pull,pull%2:41:00::,VERB,bn:00085426v,False
3,犯,02582921v,make,make%2:41:13::,VERB,bn:00090561v,False
4,淺,09433134n,shoal,shoal%1:17:01::,NOUN,bn:00070877n,False
5,淺,09433134n,shallow,shallow%1:17:00::,NOUN,bn:00070877n,False
6,淺,00691696a,shallow,shallow%3:00:01::,ADJ,bn:00110501a,False
7,總會,00343015a,inevitable,inevitable%3:00:00::,ADJ,bn:00105024a,False
8,霧,11458314n,fog,fog%1:19:00::,NOUN,bn:00035570n,True
9,霧,11482706n,mist,mist%1:19:00::,NOUN,bn:00055345n,True
10,霧,14521648n,fog,fog%1:26:01::,NOUN,bn:00035571n,False
11,霧,14521648n,fogginess,fogginess%1:26:00::,NOUN,bn:00035571n,False
12,霧,14521648n,murk,murk%1:26:00::,NOUN,bn:00035571n,False
13,霧,14521648n,murkiness,murkiness%1:26:00::,NOUN,bn:00035571n,False
14,霧,15056541n,spray,spray%1:27:00::,NOUN,bn:00073618n,False
15,霧,02549569a,misty,misty%5:00:00:wet:01,ADJ,bn:00106803a,False
16,遠,00442361a,far,far%3:00:00::,ADJ,bn:00102778a,False
17,遠,00101323r,far,far%4:02:02::,ADV,bn:00115322r,False
18,遠,00101051r,far,far%4:02:00::,ADV,bn:00115323r,False
19,淚,00868196n,crying,crying%1:04:00::,NOUN,bn:00024162n,False
20,淚,05278922n,punctum,punctum%1:08:00::,NOUN,bn:00065226n,False
21,淚,05405324n,tear,tear%1:08:01::,NOUN,bn:00076312n,True
22,淚,00868196n,weeping,weeping%1:04:00::,NOUN,bn:00024162n,False
23,淚,00868196n,tears,tears%1:04:00::,NOUN,bn:00024162n,False
24,淚,05405324n,teardrop,teardrop%1:08:00::,NOUN,bn:00076312n,False
25,鞭,10096964n,flogger,flogger%1:18:00::,NOUN,bn:00035292n,False
26,鞭,10776766n,whip,whip%1:18:00::,NOUN,bn:00060846n,False
27,鞭,10776766n,party_whip,party_whip%1:18:00::,NOUN,bn:00060846n,False
28,鞭,10096964n,scourger,scourger%1:18:00::,NOUN,bn:00035292n,False
29,鞭,04577769n,whip,whip%1:06:00::,NOUN,bn:00081007n,True
30,成功,07319103n,success,success%1:11:00::,NOUN,bn:00075023n,False
31,成功,07473441n,victory,victory%1:11:00::,NOUN,bn:00078365n,True
32,成功,07473441n,triumph,triumph%1:11:00::,NOUN,bn:00078365n,False
33,成功,11418138n,luck,luck%1:19:00::,NOUN,bn:00017622n,True
34,成功,11418138n,fortune,fortune%1:19:00::,NOUN,bn:00017622n,False
35,成功,11418138n,chance,chance%1:19:00::,NOUN,bn:00017622n,False
36,成功,11418138n,hazard,hazard%1:19:00::,NOUN,bn:00017622n,False
37,成功,14474894n,success,success%1:26:00::,NOUN,bn:00075025n,False
38,成功,02524171v,succeed,succeed%2:41:00::,VERB,bn:00084086v,False
39,成功,02524171v,win,win%2:41:04::,VERB,bn:00084086v,False
40,成功,02524171v,come_through,come_through%2:41:00::,VERB,bn:00084086v,False
41,成功,02524171v,bring_home_the_bacon,bring_home_the_bacon%2:41:00::,VERB,bn:00084086v,False
42,成功,02524171v,deliver_the_goods,deliver_the_goods%2:41:00::,VERB,bn:00084086v,False
43,成功,02525985v,pan_out,pan_out%2:41:00::,VERB,bn:00091407v,False
44,成功,02654752a,award-winning,award-winning%3:01:00::,ADJ,bn:00097878a,False
45,成功,02331262a,successful,successful%3:00:00::,ADJ,bn:00111409a,False
46,成功,02332286a,made,made%5:00:00:successful:00,ADJ,bn:00106312a,False
47,爸爸,09988063n,dad,dad%1:18:00::,NOUN,bn:00024989n,False
48,爸爸,09988063n,dada,dada%1:18:00::,NOUN,bn:00024989n,False
49,爸爸,09988063n,daddy,daddy%1:18:00::,NOUN,bn:00024989n,False
50,爸爸,10080869n,father,father%1:18:00::,NOUN,bn:00009616n,True
51,爸爸,10080869n,male_parent,male_parent%1:18:00::,NOUN,bn:00009616n,False
52,爸爸,10080869n,begetter,begetter%1:18:00::,NOUN,bn:00009616n,False
53,爸爸,09988063n,pa,pa%1:18:00::,NOUN,bn:00024989n,False
54,爸爸,09988063n,papa,papa%1:18:00::,NOUN,bn:00024989n,True
55,爸爸,09988063n,pappa,pappa%1:18:00::,NOUN,bn:00024989n,False
56,爸爸,09988063n,pop,pop%1:18:00::,NOUN,bn:00024989n,False
57,騎,01935476v,bicycle,bicycle%2:38:00::,VERB,bn:00083471v,False
58,騎,01935476v,pedal,pedal%2:38:00::,VERB,bn:00083471v,False
59,騎,01957529v,ride,ride%2:38:01::,VERB,bn:00093013v,False
60,騎,02705913v,straddle,straddle%2:42:01::,VERB,bn:00094406v,False
61,騎,01955984v,ride,ride%2:38:00::,VERB,bn:00093014v,False
62,騎,01935476v,cycle,cycle%2:38:01::,VERB,bn:00083471v,False
63,騎,01935476v,bike,bike%2:38:00::,VERB,bn:00083471v,False
64,騎,01935476v,wheel,wheel%2:38:06::,VERB,bn:00083471v,False
65,騎,01957529v,sit,sit%2:38:03::,VERB,bn:00093013v,False
66,騎,02102398v,ride,ride%2:38:04::,VERB,bn:00093019v,False
67,騎,02742232v,drive,drive%2:42:00::,VERB,bn:00087336v,False
68,騎,02742232v,ride,ride%2:42:03::,VERB,bn:00087336v,False
69,鬼,09545976n,ghost,ghost%1:18:00::,NOUN,bn:00040370n,False
70,錘,03481824n,hammer,hammer%1:06:04::,NOUN,bn:00020265n,False
71,錘,03481824n,cock,cock%1:06:01::,NOUN,bn:00020265n,False
72,頷,05599617n,chin,chin%1:08:00::,NOUN,bn:00018426n,True
73,頷,05599617n,mentum,mentum%1:08:02::,NOUN,bn:00018426n,False
74,扣,02910353n,buckle,buckle%1:06:00::,NOUN,bn:00013600n,False
75,支,05276290n,ramus,ramus%1:08:00::,NOUN,bn:00066120n,False
76,支,13163250n,branch,branch%1:20:00::,NOUN,bn:00012738n,True
77,表示,05961867n,formalism,formalism%1:09:01::,NOUN,bn:00035933n,False
78,表示,00974367v,announce,announce%2:32:00::,VERB,bn:00082637v,False
79,表示,00820976v,attest,attest%2:32:01::,VERB,bn:00082913v,False
80,表示,00820976v,certify,certify%2:32:00::,VERB,bn:00082913v,False
81,表示,00992041v,gesticulate,gesticulate%2:32:00::,VERB,bn:00088732v,False
82,表示,00992041v,gesture,gesture%2:32:00::,VERB,bn:00088732v,False
83,表示,00820976v,manifest,manifest%2:32:00::,VERB,bn:00082913v,False
84,表示,00992041v,motion,motion%2:32:00::,VERB,bn:00088732v,False
85,表示,02148788v,show,show%2:39:02::,VERB,bn:00086557v,False
86,表示,02148788v,demo,demo%2:39:00::,VERB,bn:00086557v,False
87,表示,00820976v,demonstrate,demonstrate%2:32:00::,VERB,bn:00082913v,False
88,表示,00820976v,evidence,evidence%2:32:00::,VERB,bn:00082913v,False
89,表示,00974367v,denote,denote%2:32:02::,VERB,bn:00082637v,False
90,表示,02148788v,exhibit,exhibit%2:39:00::,VERB,bn:00086557v,False
91,表示,02148788v,present,present%2:39:00::,VERB,bn:00086557v,False
92,表示,02148788v,demonstrate,demonstrate%2:39:01::,VERB,bn:00086557v,False
93,表示,00923793v,indicate,indicate%2:32:03::,VERB,bn:00086679v,False
94,表示,00923793v,point,point%2:32:00::,VERB,bn:00086679v,False
95,表示,00923793v,designate,designate%2:32:03::,VERB,bn:00086679v,False
96,表示,02144460v,express,express%2:39:09::,VERB,bn:00087896v,False
97,表示,02297742v,offer,offer%2:40:09::,VERB,bn:00087908v,False
98,表示,02297742v,extend,extend%2:40:04::,VERB,bn:00087908v,False
99,表示,00923793v,show,show%2:32:01::,VERB,bn:00086679v,False
100,表示,02091300a,indicative,indicative%5:00:00:revealing:00,ADJ,bn:00104942a,False
101,表示,02091300a,indicatory,indicatory%5:00:00:revealing:00,ADJ,bn:00104942a,False
102,表示,02091300a,revelatory,revelatory%5:00:00:revealing:00,ADJ,bn:00104942a,False
103,表示,02091300a,significative,significative%5:00:00:revealing:00,ADJ,bn:00104942a,False
104,表示,02091300a,suggestive,suggestive%5:00:00:revealing:00,ADJ,bn:00104942a,False
105,賠,02284951v,refund,refund%2:40:00::,VERB,bn:00088849v,False
106,賠,02284951v,return,return%2:40:00::,VERB,bn:00088849v,False
107,賠,02284951v,repay,repay%2:40:00::,VERB,bn:00088849v,False
108,賠,02284951v,give_back,give_back%2:40:00::,VERB,bn:00088849v,False
109,宋,13713817n,sone,sone%1:23:00::,NOUN,bn:00072793n,False
110,宋,08158741n,Sung,sung%1:14:00::,NOUN,bn:00072798n,False
111,宋,08158741n,Sung_dynasty,sung_dynasty%1:14:00::,NOUN,bn:00072798n,False
112,宋,08158741n,Song,song%1:14:00::,NOUN,bn:00072798n,False
113,宋,08158741n,Song_dynasty,song_dynasty%1:14:00::,NOUN,bn:00072798n,False
114,桶,13774311n,barrels,barrels%1:23:00::,NOUN,bn:00008704n,False
115,桶,02909870n,bucket,bucket%1:06:00::,NOUN,bn:00013590n,True
116,桶,02909870n,pail,pail%1:06:00::,NOUN,bn:00013590n,False
117,桶,02795169n,barrel,barrel%1:06:00::,NOUN,bn:00008691n,True
118,桶,02795169n,cask,cask%1:06:00::,NOUN,bn:00008691n,False
119,桶,13619920n,barrel,barrel%1:23:01::,NOUN,bn:00008694n,False
120,桶,13619920n,bbl,bbl%1:23:01::,NOUN,bn:00008694n,False
121,播種,02396088n,sow,sow%1:05:00::,NOUN,bn:00073025n,False
122,播種,01500873v,sow,sow%2:35:00::,VERB,bn:00093447v,False
123,播種,01500873v,seed,seed%2:35:01::,VERB,bn:00093447v,False
124,跨越,13454130n,crossing_over,crossing_over%1:22:00::,NOUN,bn:00024009n,False
125,跨越,13454130n,crossover,crossover%1:22:00::,NOUN,bn:00024009n,False
126,跨越,02623194v,bridge,bridge%2:42:00::,VERB,bn:00084042v,False
127,跨越,02705913v,straddle,straddle%2:42:01::,VERB,bn:00094406v,False
128,跨越,02623194v,bridge_over,bridge_over%2:42:00::,VERB,bn:00084042v,False
129,基本,01855764a,basic,basic%3:00:00::,ADJ,bn:00098100a,False
130,基本,02719395a,elemental,elemental%3:01:00::,ADJ,bn:00102108a,False
131,基本,02295298a,basic,basic%5:00:00:standard:01,ADJ,bn:00098101a,False
132,基本,00900616a,essential,essential%3:00:00::,ADJ,bn:00102401a,False
133,基本,02295298a,canonic,canonic%5:00:00:standard:01,ADJ,bn:00098101a,False
134,基本,02295298a,canonical,canonical%5:00:02:standard:01,ADJ,bn:00098101a,False
135,基本,01856238a,elementary,elementary%5:00:00:basic:00,ADJ,bn:00102110a,False
136,基本,01856238a,elemental,elemental%5:00:00:basic:00,ADJ,bn:00102110a,False
137,基本,01856238a,primary,primary%5:00:00:basic:00,ADJ,bn:00102110a,False
138,帥,04685840n,handsomeness,handsomeness%1:07:00::,NOUN,bn:00041072n,False
139,帥,04685840n,good_looks,good_looks%1:07:00::,NOUN,bn:00041072n,False
140,帥,00407419r,nattily,nattily%4:02:00::,ADV,bn:00116322r,False
141,柴,15100644n,firewood,firewood%1:27:00::,NOUN,bn:00034717n,False
142,跑,00189565n,run,run%1:04:01::,NOUN,bn:00068547n,True
143,跑,00189565n,tally,tally%1:04:01::,NOUN,bn:00068547n,False
144,跑,00293916n,run,run%1:04:00::,NOUN,bn:00068552n,False
145,跑,00293916n,running,running%1:04:01::,NOUN,bn:00068552n,True
146,跑,02075049v,scat,scat%2:38:00::,VERB,bn:00083961v,False
147,跑,02075049v,run,run%2:38:04::,VERB,bn:00083961v,False
148,跑,02075049v,scarper,scarper%2:38:00::,VERB,bn:00083961v,False
149,跑,02075049v,turn_tail,turn_tail%2:38:00::,VERB,bn:00083961v,False
150,跑,02075049v,lam,lam%2:38:00::,VERB,bn:00083961v,False
151,跑,02075049v,run_away,run_away%2:38:00::,VERB,bn:00083961v,False
152,跑,02075049v,hightail_it,hightail_it%2:38:00::,VERB,bn:00083961v,False
153,跑,02075049v,bunk,bunk%2:38:00::,VERB,bn:00083961v,False
154,跑,02075049v,head_for_the_hills,head_for_the_hills%2:38:00::,VERB,bn:00083961v,False
155,跑,02075049v,take_to_the_woods,take_to_the_woods%2:38:00::,VERB,bn:00083961v,False
156,跑,02075049v,escape,escape%2:38:02::,VERB,bn:00083961v,False
157,跑,02075049v,fly_the_coop,fly_the_coop%2:38:00::,VERB,bn:00083961v,False
158,跑,01926311v,run,run%2:38:00::,VERB,bn:00093170v,False
159,跑,02075049v,break_away,break_away%2:38:00::,VERB,bn:00083961v,False
160,表現,04819694n,expressiveness,expressiveness%1:07:00::,NOUN,bn:00032401n,False
161,表現,06501918n,manifest,manifest%1:10:00::,NOUN,bn:00053212n,False
162,表現,14008342n,behavior,behavior%1:26:00::,NOUN,bn:00009655n,False
163,表現,14008342n,behaviour,behaviour%1:26:00::,NOUN,bn:00009655n,False
164,表現,00097504n,performance,performance%1:04:00::,NOUN,bn:00016286n,False
165,表現,00097504n,execution,execution%1:04:02::,NOUN,bn:00016286n,False
166,表現,00097504n,carrying_out,carrying_out%1:04:01::,NOUN,bn:00016286n,False
167,表現,00097504n,carrying_into_action,carrying_into_action%1:04:00::,NOUN,bn:00016286n,False
168,表現,04076846n,representation,representation%1:06:00::,NOUN,bn:00067191n,False
169,表現,03210940n,display,display%1:06:00::,NOUN,bn:00027672n,False
170,表現,03210940n,presentation,presentation%1:06:00::,NOUN,bn:00027672n,False
171,表現,13478205n,expression,expression%1:22:00::,NOUN,bn:00032396n,False
172,表現,02518161v,deport,deport%2:41:02::,VERB,bn:00082284v,False
173,表現,02140033v,display,display%2:39:00::,VERB,bn:00087013v,False
174,表現,02518161v,behave,behave%2:41:01::,VERB,bn:00082284v,False
175,表現,02518161v,acquit,acquit%2:41:00::,VERB,bn:00082284v,False
176,表現,02139544v,show_up,show_up%2:39:00::,VERB,bn:00093683v,False
177,表現,02518161v,bear,bear%2:41:00::,VERB,bn:00082284v,False
178,表現,02518161v,conduct,conduct%2:41:01::,VERB,bn:00082284v,False
179,表現,02518161v,comport,comport%2:41:01::,VERB,bn:00082284v,False
180,表現,02697725v,embody,embody%2:42:00::,VERB,bn:00083189v,False
181,表現,02140033v,expose,expose%2:39:00::,VERB,bn:00087013v,False
182,表現,02140033v,exhibit,exhibit%2:39:01::,VERB,bn:00087013v,False
183,表現,02697725v,be,be%2:42:08::,VERB,bn:00083189v,False
184,表現,02697725v,personify,personify%2:42:00::,VERB,bn:00083189v,False
185,表現,00423075v,manifest,manifest%2:30:00::,VERB,bn:00090629v,False
186,表現,02740034v,wear,wear%2:42:01::,VERB,bn:00095686v,False
187,表現,02137132v,show,show%2:39:00::,VERB,bn:00093682v,False
188,表現,02144460v,express,express%2:39:09::,VERB,bn:00087896v,False
189,表現,02721284v,run,run%2:42:04::,VERB,bn:00088915v,False
190,表現,02721284v,go,go%2:42:02::,VERB,bn:00088915v,False
191,表現,02139544v,show,show%2:39:01::,VERB,bn:00093683v,False
192,表現,02518161v,carry,carry%2:41:01::,VERB,bn:00082284v,False
193,拍賣,00092366n,auction,auction%1:04:00::,NOUN,bn:00007085n,True
194,拍賣,00092366n,auction_sale,auction_sale%1:04:00::,NOUN,bn:00007085n,False
195,拍賣,09608377n,auctioneer,auctioneer%1:18:00::,NOUN,bn:00007089n,False
196,拍賣,01117723n,sale,sale%1:04:01::,NOUN,bn:00024620n,False
197,拍賣,01117723n,cut-rate_sale,cut-rate_sale%1:04:00::,NOUN,bn:00024620n,False
198,拍賣,01117723n,sales_event,sales_event%1:04:00::,NOUN,bn:00024620n,False
199,拍賣,00092366n,vendue,vendue%1:04:00::,NOUN,bn:00007085n,False
200,拍賣,02244773v,auction,auction%2:40:00::,VERB,bn:00082923v,False
201,拍賣,02244773v,auction_off,auction_off%2:40:00::,VERB,bn:00082923v,False
202,拍賣,02244773v,auctioneer,auctioneer%2:40:00::,VERB,bn:00082923v,False
203,隴,08725692n,Gansu,gansu%1:15:00::,NOUN,bn:00037263n,False
204,隴,08725692n,Kansu,kansu%1:15:00::,NOUN,bn:00037263n,False
205,隴,08725692n,Gansu_province,gansu_province%1:15:00::,NOUN,bn:00037263n,False
206,網,03819595n,net,net%1:06:00::,NOUN,bn:00054497n,True
207,網,03819595n,network,network%1:06:00::,NOUN,bn:00054497n,False
208,網,03819595n,mesh,mesh%1:06:00::,NOUN,bn:00054497n,False
209,網,03819595n,meshing,meshing%1:06:01::,NOUN,bn:00054497n,False
210,網,03819595n,meshwork,meshwork%1:06:00::,NOUN,bn:00054497n,False
211,網,02399648n,reticulum,reticulum%1:05:00::,NOUN,bn:00067445n,False
212,網,02399648n,second_stomach,second_stomach%1:05:00::,NOUN,bn:00067445n,False
213,墊,03151500n,cushion,cushion%1:06:00::,NOUN,bn:00024566n,False
214,作為,00030358n,act,act%1:03:00::,NOUN,bn:00001077n,True
215,作為,00030358n,deed,deed%1:03:00::,NOUN,bn:00001077n,False
216,作為,00030358n,human_action,human_action%1:03:00::,NOUN,bn:00001077n,False
217,作為,00030358n,human_activity,human_activity%1:03:00::,NOUN,bn:00001077n,False
218,周圍,08641113n,vicinity,vicinity%1:15:00::,NOUN,bn:00051758n,True
219,周圍,08641113n,locality,locality%1:15:00::,NOUN,bn:00051758n,False
220,周圍,08641113n,neighborhood,neighborhood%1:15:00::,NOUN,bn:00051758n,False
221,周圍,08641113n,neighbourhood,neighbourhood%1:15:00::,NOUN,bn:00051758n,False
222,周圍,08641113n,neck_of_the_woods,neck_of_the_woods%1:15:00::,NOUN,bn:00051758n,False
223,周圍,02943303a,environmental,environmental%3:01:01::,ADJ,bn:00102291a,False
224,醫學院,08283507n,medical_school,medical_school%1:14:00::,NOUN,bn:00054122n,False
225,醫學院,08283507n,school_of_medicine,school_of_medicine%1:14:00::,NOUN,bn:00054122n,False
226,暖,00432314r,warmly,warmly%4:02:01::,ADV,bn:00117595r,False
227,暖,00432314r,warm,warm%4:02:00::,ADV,bn:00117595r,False
228,后,05559256n,buttocks,buttocks%1:08:00::,NOUN,bn:00005913n,False
229,后,05559256n,nates,nates%1:08:00::,NOUN,bn:00005913n,False
230,后,05559256n,arse,arse%1:08:01::,NOUN,bn:00005913n,False
231,后,06259297n,Post-It,post-it%1:10:00::,NOUN,bn:00063751n,False
232,后,05559256n,butt,butt%1:08:00::,NOUN,bn:00005913n,False
233,后,05559256n,backside,backside%1:08:00::,NOUN,bn:00005913n,False
234,后,05559256n,bum,bum%1:08:00::,NOUN,bn:00005913n,False
235,后,05559256n,buns,buns%1:08:00::,NOUN,bn:00005913n,False
236,后,05559256n,can,can%1:08:00::,NOUN,bn:00005913n,False
237,后,05559256n,fundament,fundament%1:08:00::,NOUN,bn:00005913n,False
238,后,05559256n,hindquarters,hindquarters%1:08:00::,NOUN,bn:00005913n,False
239,后,05559256n,hind_end,hind_end%1:08:00::,NOUN,bn:00005913n,False
240,后,05559256n,keister,keister%1:08:00::,NOUN,bn:00005913n,False
241,后,05559256n,posterior,posterior%1:08:00::,NOUN,bn:00005913n,False
242,后,05559256n,prat,prat%1:08:00::,NOUN,bn:00005913n,False
243,后,05559256n,rear,rear%1:08:00::,NOUN,bn:00005913n,False
244,后,05559256n,rear_end,rear_end%1:08:00::,NOUN,bn:00005913n,False
245,后,05559256n,rump,rump%1:08:00::,NOUN,bn:00005913n,False
246,后,05559256n,stern,stern%1:08:00::,NOUN,bn:00005913n,False
247,后,05559256n,seat,seat%1:08:00::,NOUN,bn:00005913n,False
248,后,05559256n,tail,tail%1:08:01::,NOUN,bn:00005913n,False
249,后,05559256n,tail_end,tail_end%1:08:00::,NOUN,bn:00005913n,False
250,后,05559256n,tooshie,tooshie%1:08:00::,NOUN,bn:00005913n,False
251,后,05559256n,tush,tush%1:08:00::,NOUN,bn:00005913n,False
252,后,05559256n,bottom,bottom%1:08:00::,NOUN,bn:00005913n,False
253,后,05559256n,behind,behind%1:08:00::,NOUN,bn:00005913n,False
254,后,05559256n,derriere,derriere%1:08:00::,NOUN,bn:00005913n,False
255,后,05559256n,fanny,fanny%1:08:00::,NOUN,bn:00005913n,False
256,后,05559256n,ass,ass%1:08:00::,NOUN,bn:00005913n,False
257,后,08625462n,left,left%1:15:00::,NOUN,bn:00050521n,False
258,后,10499355n,queen,queen%1:18:00::,NOUN,bn:00034025n,True
259,后,10499355n,queen_regnant,queen_regnant%1:18:00::,NOUN,bn:00034025n,False
260,后,10499355n,female_monarch,female_monarch%1:18:00::,NOUN,bn:00034025n,False
261,后,08625073n,right,right%1:15:00::,NOUN,bn:00067808n,False
262,后,04033287n,queen,queen%1:06:00::,NOUN,bn:00065638n,False
263,后,00131426a,posterior,posterior%3:00:00::,ADJ,bn:00108838a,False
264,后,00075269r,back,back%4:02:05::,ADV,bn:00114474r,False
265,計算,00868910n,calculation,calculation%1:04:00::,NOUN,bn:00014688n,True
266,計算,00868910n,computation,computation%1:04:00::,NOUN,bn:00014688n,False
267,計算,06128570n,computer_science,computer_science%1:09:00::,NOUN,bn:00021494n,True
268,計算,06128570n,computing,computing%1:09:00::,NOUN,bn:00021494n,False
269,計算,05802185n,calculation,calculation%1:09:00::,NOUN,bn:00014689n,False
270,計算,05802185n,computation,computation%1:09:00::,NOUN,bn:00014689n,False
271,計算,05802185n,figuring,figuring%1:09:00::,NOUN,bn:00014689n,False
272,計算,05802185n,reckoning,reckoning%1:09:00::,NOUN,bn:00014689n,False
273,計算,00868910n,computing,computing%1:04:00::,NOUN,bn:00014688n,False
274,計算,05736149n,evaluation,evaluation%1:09:00::,NOUN,bn:00031973n,False
275,計算,05736149n,valuation,valuation%1:09:00::,NOUN,bn:00031973n,False
276,計算,05736149n,rating,rating%1:09:00::,NOUN,bn:00031973n,False
277,計算,00637259v,calculate,calculate%2:31:00::,VERB,bn:00084373v,False
278,計算,00948071v,count,count%2:32:00::,VERB,bn:00085859v,False
279,計算,00637259v,cipher,cipher%2:31:00::,VERB,bn:00084373v,False
280,計算,00637259v,cypher,cypher%2:31:00::,VERB,bn:00084373v,False
281,計算,00637259v,compute,compute%2:31:00::,VERB,bn:00084373v,False
282,計算,00948071v,number,number%2:32:00::,VERB,bn:00085859v,False
283,計算,00948071v,enumerate,enumerate%2:32:01::,VERB,bn:00085859v,False
284,計算,00948071v,numerate,numerate%2:32:00::,VERB,bn:00085859v,False
285,計算,00637259v,work_out,work_out%2:31:06::,VERB,bn:00084373v,False
286,計算,00637259v,reckon,reckon%2:31:01::,VERB,bn:00084373v,False
287,計算,00637259v,figure,figure%2:31:00::,VERB,bn:00084373v,False
288,計算,02907473a,computational,computational%3:01:00::,ADJ,bn:00100175a,False
289,葛,12566954n,kudzu,kudzu%1:20:00::,NOUN,bn:00049478n,False
290,葛,12566954n,kudzu_vine,kudzu_vine%1:20:00::,NOUN,bn:00049478n,False
291,葛,12566954n,Pueraria_lobata,pueraria_lobata%1:20:00::,NOUN,bn:00049478n,False
292,晚,15167027n,night,night%1:28:00::,NOUN,bn:00025236n,True
293,晚,15167027n,nighttime,nighttime%1:28:00::,NOUN,bn:00025236n,False
294,晚,15167027n,dark,dark%1:28:00::,NOUN,bn:00025236n,False
295,晚,00819235a,late,late%3:00:02::,ADJ,bn:00105755a,False
296,晚,00819235a,later,later%3:00:02::,ADJ,bn:00105755a,False
297,認真,13350182n,earnest,earnest%1:21:00::,NOUN,bn:00029411n,False
298,認真,04647478n,graveness,graveness%1:07:00::,NOUN,bn:00041473n,False
299,認真,04647478n,gravity,gravity%1:07:00::,NOUN,bn:00041473n,False
300,認真,04647478n,sobriety,sobriety%1:07:01::,NOUN,bn:00041473n,False
301,認真,04647478n,soberness,soberness%1:07:00::,NOUN,bn:00041473n,False
302,認真,04647478n,somberness,somberness%1:07:00::,NOUN,bn:00041473n,False
303,認真,04647478n,sombreness,sombreness%1:07:00::,NOUN,bn:00041473n,False
304,認真,02118840a,earnest,earnest%5:00:00:serious:00,ADJ,bn:00101944a,False
305,認真,02118379a,serious,serious%3:00:00::,ADJ,bn:00110444a,False
306,認真,02118840a,sincere,sincere%5:00:00:serious:00,ADJ,bn:00101944a,False
307,認真,02118840a,solemn,solemn%5:00:01:serious:00,ADJ,bn:00101944a,False
308,認真,02085740a,religious,religious%5:00:00:scrupulous:00,ADJ,bn:00109664a,False
309,認真,00091332r,hard,hard%4:02:00::,ADV,bn:00115590r,False
310,飽,02300501a,full,full%5:00:00:nourished:00,ADJ,bn:00103393a,False
311,飽,02300501a,replete,replete%5:00:00:nourished:00,ADJ,bn:00103393a,False
312,腿,07669891n,ham,ham%1:13:00::,NOUN,bn:00037229n,True
313,腿,07669891n,jambon,jambon%1:13:00::,NOUN,bn:00037229n,False
314,腿,07669891n,gammon,gammon%1:13:00::,NOUN,bn:00037229n,False
315,腿,05560787n,leg,leg%1:08:01::,NOUN,bn:00050541n,True
316,腿,05033046n,legs,legs%1:07:00::,NOUN,bn:00050597n,False
317,雪梨,08833295n,Sydney,sydney%1:15:00::,NOUN,bn:00075639n,False
318,碑,04313628n,stele,stele%1:06:00::,NOUN,bn:00074161n,False
319,碑,04313628n,stela,stela%1:06:00::,NOUN,bn:00074161n,False
320,繼,02406585v,succeed,succeed%2:41:01::,VERB,bn:00085343v,False
321,繼,02406585v,come_after,come_after%2:41:00::,VERB,bn:00085343v,False
322,繼,02406585v,follow,follow%2:41:01::,VERB,bn:00085343v,False
323,壺,03141612n,cruse,cruse%1:06:00::,NOUN,bn:00024142n,False
324,壺,03612814n,kettle,kettle%1:06:00::,NOUN,bn:00011829n,True
325,壺,03990474n,pot,pot%1:06:00::,NOUN,bn:00063820n,True
326,壺,04443766n,toby,toby%1:06:00::,NOUN,bn:00077453n,False
327,壺,04443766n,toby_jug,toby_jug%1:06:00::,NOUN,bn:00077453n,False
328,壺,04443766n,toby_fillpot_jug,toby_fillpot_jug%1:06:00::,NOUN,bn:00077453n,False
329,壺,03612814n,boiler,boiler%1:06:01::,NOUN,bn:00011829n,False
330,廣播,06254007n,broadcast,broadcast%1:10:00::,NOUN,bn:00013234n,True
331,廣播,06264176n,broadcast_medium,broadcast_medium%1:10:00::,NOUN,bn:00013238n,False
332,廣播,06264176n,broadcasting,broadcasting%1:10:01::,NOUN,bn:00013238n,False
333,廣播,06276697n,broadcasting,broadcasting%1:10:00::,NOUN,bn:00013242n,False
334,廣播,06255354n,air,air%1:10:02::,NOUN,bn:00002192n,False
335,廣播,06255354n,airwave,airwave%1:10:00::,NOUN,bn:00002192n,False
336,廣播,06619428n,broadcast,broadcast%1:10:01::,NOUN,bn:00013235n,True
337,廣播,06619428n,program,program%1:10:01::,NOUN,bn:00013235n,False
338,廣播,06619428n,programme,programme%1:10:01::,NOUN,bn:00013235n,False
339,廣播,00973056v,air,air%2:32:01::,VERB,bn:00082493v,False
340,廣播,00973056v,send,send%2:32:03::,VERB,bn:00082493v,False
341,廣播,00973056v,broadcast,broadcast%2:32:01::,VERB,bn:00082493v,False
342,廣播,00968211v,circulate,circulate%2:32:00::,VERB,bn:00084119v,False
343,廣播,00968211v,circularize,circularize%2:32:00::,VERB,bn:00084119v,False
344,廣播,00968211v,circularise,circularise%2:32:00::,VERB,bn:00084119v,False
345,廣播,00968211v,distribute,distribute%2:32:00::,VERB,bn:00084119v,False
346,廣播,00968211v,disseminate,disseminate%2:32:00::,VERB,bn:00084119v,False
347,廣播,00973728v,air,air%2:32:02::,VERB,bn:00082492v,False
348,廣播,00968211v,propagate,propagate%2:32:00::,VERB,bn:00084119v,False
349,廣播,00968211v,broadcast,broadcast%2:32:00::,VERB,bn:00084119v,False
350,廣播,00968211v,spread,spread%2:32:00::,VERB,bn:00084119v,False
