,word,closenessA,betweennessA,degreeA,transA,ncompoA,closenessB,betweennessB,degreeB,transB,ncompoB,closenessC,betweennessC,degreeC,transC,ncompoC,nSense,simp_word,N,RT,RTSD,ERR,length,Word,Frequency,C1Frequency,C2Frequency,C3Frequency,C4Frequency,C1FamilySize,C2FamilySize,C3FamilySize,C4FamilySize,C1FamilyFrequency,C2FamilyFrequency,C3FamilyFrequency,C4FamilyFrequency,C1ConditionalProbability,C12ConditionalProbability,C123ConditionalProbability,C1BackwardConditionalProbability,C12BackwardConditionalProbability,C123BackwardConditionalProbability,C1RE,C2RE,PMI,Strokes,C1Strokes,C2Strokes,C3Strokes,C4Strokes
66,之間,3.468970062788358e-05,0.0,0.0,,1.0,3.4691144745074213e-05,0.0,1.2,1.0,2.2,3.6205070977287846e-05,2.4869135860712624e-06,1.8,0.1111111111111111,1035.2,5,之间,40,693.3995,193.53699839684825,0.0,2,之间,124.3588,1522.0741,1277.8815,,,177,88.0,,,1112.5204,1700.7487,,,0.15694639,,,0.07633921,,,5.5626,5.8183,4.9191,11,4,7.0,,
67,之類,3.468970062788358e-05,0.0,0.0,,1.0,3.469210754553339e-05,0.0,2.0,1.0,3.0,3.469210754553339e-05,0.0,2.0,1.0,3.0,1,之类,34,803.5644117647058,362.33974253363436,17.073170731707318,2,之类,28.4655,1522.0741,193.0025,,,177,52.0,,,1112.5204,190.0519,,,0.03592478,,,0.20100503,,,5.5626,4.3746,5.9682,13,4,9.0,,
68,乘坐,3.469050293376685e-05,8.023337159863408e-10,0.6666666666666666,0.0,1.6666666666666667,3.4692508851569455e-05,0.0,2.333333333333333,1.0,3.333333333333333,3.4693311157452724e-05,0.0,3.0,1.0,4.0,3,乘坐,42,921.4783333333328,399.3309213435115,0.0,2,乘坐,8.5693,43.684,332.4494,,,26,46.0,,,39.192,88.1838,,,0.2807188,,,0.29191919,,,2.9768,3.0545,9.9582,17,10,7.0,,
69,乞求,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,1,乞求,39,787.4182051282053,285.536601966338,4.878048780487805,2,乞求,3.0096,18.642,581.1506,,,6,59.0,,,15.9822,333.44699999999995,,,0.19141914,,,0.0114858,,,2.4014,6.3573,7.6135,10,3,7.0,,
70,也許,3.468970062788358e-05,0.0,0.0,,1.0,3.469331112961421e-05,0.0,3.0,1.0,4.0,3.469331112961421e-05,0.0,3.0,1.0,4.0,1,也许,40,581.7187499999998,80.63952381408157,4.761904761904762,2,也许,336.9681,3393.0716,515.4519,,,6,25.0,,,357.4129,696.4789,,,0.97095072,,,0.57590807,,,7.791,7.5738,8.872,9,3,6.0,,
71,乳,3.468970062788358e-05,0.0,0.0,,1.0,3.4690603190690445e-05,0.0,0.75,,1.75,3.847350931089081e-05,6.212469962882238e-06,1.0,0.0,2583.25,4,乳,40,683.0455,117.44655832029335,2.4390243902439024,1,乳,3.017,47.9358,,,,37,,,,38.4804,,,,,,,,,,,,,8,8,,,
72,乾淨,3.468970062788358e-05,0.0,0.0,,1.0,3.4690663397031544e-05,0.0,0.75,1.0,1.8,3.5447753688994964e-05,1.2424939925764476e-06,1.05,0.8888888888888888,518.45,20,干净,40,705.3287499999999,273.180114127672,0.0,2,干净,56.427,650.4247,104.5284,,,113,18.0,,,367.2424,87.1238,,,0.22912528,,,0.79556856,,,5.943,4.8967,9.597999999999999,11,3,8.0,,
73,予,3.468970062788358e-05,0.0,0.0,,1.0,3.469662280292103e-05,2.407001147959024e-10,5.75,0.9555555555555556,6.75,3.659435536292386e-05,0.0,5.75,1.0,1302.5,4,予,38,779.2852631578947,263.7772039792635,5.0,1,予,3.4915,57.363,,,,10,,,,79.1401,,,,,,,,,,,,,4,4,,,
74,予以,3.4690302336421504e-05,0.0,0.5,,1.5,3.468970062788358e-05,0.0,0.0,,1.0,3.847313938682738e-05,0.0,0.5,,2583.0,2,予以,28,1022.5960714285713,308.6770556487716,30.0,2,予以,2.4166,57.363,2846.5432,,,10,108.0,,,79.1401,3794.6924,,,1.0,,,0.00094051,,,0.8014,6.3479,1.4584,9,4,5.0,,
75,事先,3.468970062788358e-05,0.0,0.0,,1.0,3.469210754553339e-05,0.0,2.0,1.0,3.0,3.469210754553339e-05,0.0,2.0,1.0,3.0,1,事先,38,791.3597368421052,248.6892131512069,2.564102564102564,2,事先,7.487,2513.6148,722.8444,,,227,70.0,,,2074.2476,604.4255,,,0.00838341,,,0.069454,,,5.7247,4.9465,1.2565,14,8,6.0,,
76,事務,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,2,事务,40,707.4200000000002,225.87739843347973,0.0,2,事务,5.7079,2513.6148,361.8025,,,227,83.0,,,2074.2476,522.2165,,,0.00639131,,,0.01291405,,,5.7247,6.9169,1.2725,13,8,5.0,,
77,事實,3.468970062788358e-05,0.0,0.0,,1.0,3.469090404495941e-05,0.0,1.0,,2.0,3.469090404495941e-05,0.0,1.0,,2.0,1,事实,40,613.0350000000002,149.60906057163803,0.0,2,事实,79.1401,2513.6148,1113.1802,,,227,141.0,,,2074.2476,1579.2216,,,0.08861516,,,0.08226229,,,5.7247,6.0199,3.3989,16,8,8.0,,
78,事情,3.468970062788358e-05,0.0,0.0,,1.0,3.4692107573369e-05,0.0,2.0,1.0,3.0,4.225727510019538e-05,0.0,2.0,1.0,5165.0,3,事情,40,643.288,148.00443398070468,0.0,2,事情,503.3432,2513.6148,2301.6296,,,227,177.0,,,2074.2476,3041.3862,,,0.56360603,,,0.21005398,,,5.7247,5.5127,5.0221,19,8,11.0,,
79,事業,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,2,事业,39,618.5484615384615,181.79844440215786,2.5,2,事业,88.4729,2513.6148,474.0938,,,227,148.0,,,2074.2476,661.3417,,,0.09906537,,,0.15862995,,,5.7247,5.7393,4.8124,13,8,5.0,,
80,事蹟,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,1,事迹,40,637.4680000000002,116.99689452814907,2.4390243902439024,2,事迹,1.8829,2513.6148,86.5877,,,227,33.0,,,2074.2476,121.1638,,,0.0021083,,,0.01686475,,,5.7247,5.2736,1.5751,17,8,9.0,,
81,二氧化碳,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,1,二氧化碳,40,787.22725,320.8138815094611,0.0,4,二氧化碳,1.7569,696.5136,20.6272,422.48400000000004,11.3136,70,22.0,261.0,8.0,307.1164,16.7309,524.596,6.2342,0.45402299,0.64054054,0.64054054,0.69705882,0.69705882,0.69705882,,,1.6245,30,2,10.0,4.0,14.0
82,互動,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,1,互动,40,666.09025,227.2854697205469,2.4390243902439024,2,互动,21.4974,149.6889,1375.5852,,,22,236.0,,,135.9155,1837.7094,,,0.23833005,,,0.01493206,,,4.8723,5.6773,5.1225,10,4,6.0,,
83,互相,3.468970062788358e-05,0.0,0.0,,1.0,3.469270958810736e-05,0.0,2.5,1.0,3.5,3.847337738110881e-05,0.0,2.5,1.0,2583.0,2,互相,41,689.8129268292682,264.1893593357228,2.380952380952381,2,互相,43.2246,149.6889,978.4642,,,22,172.0,,,135.9155,1270.0741,,,0.47920776,,,0.2548514,,,4.8723,5.0105,6.6291,13,4,9.0,,
84,些,3.468970062788358e-05,0.0,0.0,,1.0,3.469752484335796e-05,0.0,6.5,1.0,7.5,3.4706555483426756e-05,0.0,6.5,1.0,15.0,2,些,40,725.14925,246.82216730630586,2.4390243902439024,1,些,304.2847,1297.6148,,,,11,,,,1605.9822,,,,,,,,,,,,,8,8,,,
85,亞洲,3.468970062788358e-05,0.0,0.0,,1.0,3.469090404495941e-05,0.0,1.0,,2.0,4.2258160458911716e-05,0.0003636130257916527,13.0,0.08974358974358974,5165.0,1,亚洲,41,635.6007317073171,166.87535942118976,0.0,2,亚洲,16.4122,221.0914,71.1753,,,36,17.0,,,73.4989,81.0749,,,0.3236369,,,0.21430646,,,4.0928,4.848,9.9673,15,6,9.0,,
86,交代,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,3.847339584106631e-05,0.0,0.5,,2583.0,4,交代,40,650.22725,200.35307842864103,2.4390243902439024,2,交代,6.1675,405.7926,428.4642,,,145,90.0,,,453.32099999999997,512.6019,,,0.0198867,,,0.02219673,,,4.9656,4.9191,3.3815,11,6,5.0,,
87,交往,3.468970062788358e-05,0.0,0.0,,1.0,3.46909040658325e-05,0.0,0.5,,2.0,3.46909040658325e-05,0.0,0.5,,2.0,2,交往,40,641.7467500000001,154.18886991970385,2.4390243902439024,2,交往,20.252,405.7926,279.6938,,,145,41.0,,,453.32099999999997,257.0052,,,0.06530105,,,0.12451007,,,4.9656,5.1742,6.1266,14,6,8.0,,
88,交戰,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,3,交战,37,785.2094594594593,232.32829066677232,7.5,2,交战,1.2676,405.7926,721.5358,,,145,145.0,,,453.32099999999997,850.1631,,,0.00408729,,,0.00269767,,,4.9656,6.5352,0.3993,15,6,9.0,,
89,交替,3.468970062788358e-05,0.0,0.0,,1.0,3.4690302336421504e-05,0.0,0.5,,1.5,3.4690302336421504e-05,0.0,0.5,,1.5,2,交替,39,770.2617948717949,358.38460526199884,0.0,2,交替,4.2105,405.7926,90.0099,,,145,15.0,,,453.32099999999997,52.04600000000001,,,0.013576499999999998,,,0.16072439,,,4.9656,2.6099,6.1153,18,6,12.0,,
90,交給,3.468970062788358e-05,0.0,0.0,,1.0,3.469090404495941e-05,0.0,1.0,,2.0,3.469090404495941e-05,0.0,1.0,,2.0,2,交给,36,758.2627777777777,282.452295113565,10.0,2,交给,25.3818,405.7926,2437.7778,,,145,28.0,,,453.32099999999997,236.1008,,,0.08184143,,,0.12131949,,,4.9656,5.7876,6.4465,15,6,9.0,,
91,交談,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,1,交谈,40,729.5490000000002,231.6327566379425,0.0,2,交谈,9.1253,405.7926,295.0963,,,145,51.0,,,453.32099999999997,194.0252,,,0.02942372,,,0.08464553,,,4.9656,5.6159,5.3229999999999995,16,6,10.0,,
92,交通,3.5021485050109726e-05,0.0,0.13333333333333333,,258.3333333333333,3.47011776197972e-05,0.0,0.8666666666666667,1.0,10.533333333333333,4.0743694693746524e-05,1.3217324703672584e-05,1.0,0.6666666666666666,4132.2,15,交通,40,665.12425,270.31224391373667,0.0,2,交通,43.8695,405.7926,590.5877,,,145,143.0,,,453.32099999999997,721.8903,,,0.14145374,,,0.1732537,,,4.9656,5.6632,5.7108,16,6,10.0,,
93,亦,3.468970062788358e-05,0.0,0.0,,1.0,3.469210766244818e-05,0.0,2.0,1.0,3.0,3.469331122147608e-05,1.4442006887754135e-09,2.2,0.75,4.0,5,亦,38,716.7260526315788,183.1707253628244,5.0,1,亦,42.8391,38.5926,,,,5,,,,5.7598,,,,,,,,,,,,,6,6,,,
94,亨,3.468970062788358e-05,0.0,0.0,,1.0,3.4690001482152544e-05,0.0,0.25,,1.25,3.4690001482152544e-05,0.0,0.25,,1.25,4,亨,33,977.2272727272727,358.021185278127,17.5,1,亨,0.4448,22.7506,,,,1,,,,8.2802,,,,,,,,,,,,,7,7,,,
95,享受,3.469090404495941e-05,0.0,1.0,,2.0,3.469090404495941e-05,0.0,1.0,,2.0,3.469210754553339e-05,2.4070011479590224e-09,2.0,0.0,3.0,1,享受,39,617.3053846153847,115.48790932037066,2.5,2,享受,140.0667,1306.0247,720.5877,,,15,90.0,,,1835.53,803.6546,,,0.81150146,,,0.23241368,,,5.8613,6.4787,5.0811,16,8,8.0,,
96,享樂,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,1,享乐,41,703.0909756097564,226.8519871502656,0.0,2,享乐,17.5315,1306.0247,1581.5407,,,15,144.0,,,1835.53,1996.7013,,,0.10157189,,,0.01112779,,,5.8613,7.0695,0.7774,14,8,6.0,,
97,享用,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,1,享用,41,733.8797560975607,203.56093423699772,2.380952380952381,2,享用,5.7969,1306.0247,1499.9654,,,15,184.0,,,1835.53,831.7124,,,0.03358529,,,0.00993609,,,5.8613,5.2094,0.4108,13,8,5.0,,
98,京,3.4695588066482174e-05,0.0,0.2222222222222222,,5.888888888888888,3.469893194483323e-05,4.457409533257449e-11,1.6666666666666667,0.9841269841269842,8.666666666666666,3.80543443466248e-05,8.06780045852765e-06,1.8888888888888888,0.8841269841269841,2297.0,9,京,37,758.4683783783785,204.479258218876,7.5,1,京,10.8451,230.6469,,,,10,,,,266.4122,,,,,,,,,,,,,8,8,,,
99,亮,3.469012187605153e-05,0.0,0.1,,1.35,3.46916264501581e-05,1.9456592612668764e-09,1.05,0.7380952380952381,2.6,3.696058949900346e-05,1.257643804089786e-05,2.25,0.6981481481481482,1550.6,20,亮,38,672.236842105263,236.50029654407214,5.0,1,亮,106.8495,441.8864,,,,38,,,,448.4878,,,,,,,,,,,,,9,9,,,
100,人才,3.468970062788358e-05,0.0,0.0,,1.0,3.469090408670849e-05,1.2035005739795112e-09,1.0,0.0,2.0,3.469090408670849e-05,0.0,1.0,1.0,2.0,2,人才,39,624.571282051282,140.20154083880894,2.5,2,人才,27.8354,8774.3259,1072.0691,,,625,42.0,,,5702.1349,201.2083,,,0.01787321,,,0.15896871,,,4.1744,5.324,3.2103,5,2,3.0,,
101,人民,3.468970062788358e-05,0.0,0.0,,1.0,3.4693311087859345e-05,1.2035005739795112e-09,2.0,0.0,4.0,4.2257435911671396e-05,1.2035005739795112e-09,2.0,0.0,5165.0,1,人民,39,626.6066666666667,194.49491911011242,4.878048780487805,2,人民,82.1201,8774.3259,368.5778,,,625,117.0,,,5702.1349,457.9763,,,0.05272953,,,0.27350385,,,4.1744,5.2088,3.7033,7,2,5.0,,
102,人生,3.4740311698859854e-05,0.0,1.0,,43.0,3.468970062788358e-05,0.0,0.0,,1.0,4.225787332559938e-05,0.0,1.0,,5165.0,1,人生,40,613.4534999999997,180.36318902887783,2.4390243902439024,2,人生,421.401,8774.3259,3215.2988,,,625,378.0,,,5702.1349,4243.2691,,,0.27058275,,,0.19907618,,,4.1744,5.1353,2.8155,7,2,5.0,,
103,什麼,3.468970062788358e-05,0.0,0.0,,1.0,3.4696200575073865e-05,8.424504017856578e-10,3.6,0.8583333333333334,6.4,3.472560560073261e-05,9.745215082519314e-09,6.0,0.8839285714285715,30.8,5,什么,40,681.7402499999997,264.65267276659114,0.0,2,什么,3252.2090000000003,2851.0963,5856.5728,,,10,19.0,,,4177.9985,7983.4544,,,0.99963999,,,0.48104484,,,6.0491,5.4698,5.6267,7,4,3.0,,
104,仇,3.468970062788358e-05,0.0,0.0,,1.0,3.4690302336421504e-05,0.0,0.5,,1.5,3.4690302336421504e-05,0.0,0.5,,1.5,4,仇,38,675.988947368421,208.0739373368567,5.0,1,仇,4.0993,29.8963,,,,20,,,,32.8021,,,,,,,,,,,,,4,4,,,
105,今,3.4720067873369705e-05,0.0,0.6,,26.2,3.469355236431883e-05,0.0,3.2,1.0,4.2,4.074500106636005e-05,1.1229747523498786e-05,5.2,0.4757575757575758,4132.8,5,今,40,740.3475000000002,273.0979787337526,2.4390243902439024,1,今,52.8984,2166.8247,,,,34,,,,3123.2691,,,,,,,,,,,,,4,4,,,
106,今天,3.4740312452485315e-05,0.0,1.0,,43.0,3.469632130103056e-05,0.0,5.5,1.0,6.5,4.225795574827409e-05,1.1711823879657085e-05,7.0,0.5939393939393939,5165.0,2,今天,40,581.9024999999998,124.22384842157604,0.0,2,今天,1716.7532,2166.8247,5558.4494,,,34,294.0,,,3123.2691,4875.619000000001,,,0.5725255,,,0.48128998,,,5.6787,5.462999999999999,5.2834,8,4,4.0,,
107,今年,3.4740313206110776e-05,0.0,1.0,,43.0,3.469090404495941e-05,0.0,1.0,,2.0,4.2258001187718687e-05,3.2991737548559623e-06,3.0,0.3333333333333333,5165.0,1,今年,41,626.4946341463415,194.18052513186748,0.0,2,今年,395.6857,2166.8247,4967.0963,,,34,180.0,,,3123.2691,3410.0297,,,0.13195849,,,0.15233882,,,5.6787,5.5094,3.6761,10,4,6.0,,
108,介紹,3.468970062788358e-05,0.0,0.0,,1.0,3.469090405539596e-05,0.0,0.75,,2.0,3.469090405539596e-05,0.0,0.75,,2.0,4,介绍,39,646.4030769230768,182.61869213363465,0.0,2,介绍,64.4552,119.9407,86.2716,,,23,5.0,,,141.9867,65.4411,,,0.54425388,,,1.0,,,5.8163,5.6437,11.2159,12,4,8.0,,
109,仍,3.468970062788358e-05,0.0,0.0,,1.0,3.470474979432823e-05,1.6046674319726816e-10,11.5,0.9916666666666666,13.5,3.848386300189234e-05,0.0,11.5,1.0,2591.5,2,仍,41,816.5887804878049,261.29537417638204,0.0,1,仍,57.1609,76.558,,,,3,,,,57.3832,,,,,,,,,,,,,4,4,,,
110,仍然,3.468970062788358e-05,0.0,0.0,,1.0,3.470053426291281e-05,0.0,7.0,1.0,10.0,4.2257555965746746e-05,0.0,7.0,1.0,5165.0,1,仍然,37,709.3702702702701,274.2238390184855,7.5,2,仍然,50.3706,76.558,1939.9062,,,3,139.0,,,57.3832,2779.6961,,,0.87824738,,,0.02317207,,,3.5196,6.1613,6.7471,16,4,12.0,,
111,仍舊,3.468970062788358e-05,0.0,0.0,,1.0,3.470053426291281e-05,0.0,7.0,1.0,10.0,4.2257555965746746e-05,0.0,7.0,1.0,5165.0,1,仍旧,40,782.0020000000003,280.0230413340097,0.0,2,仍旧,6.983,76.558,121.5802,,,3,48.0,,,57.3832,105.2409,,,0.12175262,,,0.08453738,,,3.5196,4.9351,8.7362,9,4,5.0,,
112,仔細,3.468970062788358e-05,0.0,0.0,,1.0,3.469451479721056e-05,0.0,4.0,1.0,5.0,3.469451479721056e-05,0.0,4.0,1.0,5.0,1,仔细,40,614.79825,220.70246303375683,0.0,2,仔细,31.4381,153.4074,209.1309,,,9,65.0,,,67.0126,251.3047,,,0.99274345,,,0.22404776,,,3.8741,6.7083,9.8118,13,5,8.0,,
113,他人,3.468970062788358e-05,0.0,0.0,,1.0,3.469090404495941e-05,0.0,1.0,,2.0,3.469090404495941e-05,0.0,1.0,,2.0,1,他人,40,787.6397499999997,357.80975406640937,2.4390243902439024,2,他人,45.7598,4230.1877,8774.3259,,,17,625.0,,,1693.3210000000001,5702.1349,,,0.03112144,,,0.01274676,,,5.4455,4.5563,0.8302,7,5,2.0,,
114,他們,3.469090404495941e-05,0.0,1.0,,2.0,3.468970062788358e-05,0.0,0.0,,1.0,3.469090404495941e-05,0.0,1.0,,2.0,1,他们,38,706.9605263157895,251.5777364999099,9.523809523809524,2,他们,1417.4426,4230.1877,5981.2,,,17,16.0,,,1693.3210000000001,7946.5085,,,0.96400843,,,0.17867869,,,5.4455,5.7837,5.1434,10,5,5.0,,
115,付出,3.468970062788358e-05,0.0,0.0,,1.0,3.469090404495941e-05,0.0,1.0,,2.0,3.469090404495941e-05,0.0,1.0,,2.0,1,付出,40,720.1282500000002,313.6726619516483,0.0,2,付出,88.0801,156.9877,2396.4988,,,32,273.0,,,178.59900000000002,2472.0163,,,0.8419188,,,0.14408537,,,5.3179,5.0147,6.1229,10,5,5.0,,
116,付款,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,3.4691505857871464e-05,6.017502869897556e-10,1.0,0.0,2.5,2,付款,39,607.6125641025641,110.62644429548928,2.5,2,付款,5.5967,156.9877,217.1062,,,32,54.0,,,178.59900000000002,130.3781,,,0.05349678,,,0.05044094,,,5.3179,4.0188,6.361000000000001,17,5,12.0,,
117,代,3.502621170837923e-05,9.307071105441554e-09,0.26666666666666666,0.0,262.26666666666665,3.469034246145711e-05,0.0,0.5333333333333333,1.0,1.5333333333333334,3.721273576669118e-05,8.284897951274955e-07,1.1333333333333333,0.8,1722.6,15,代,39,755.2346153846154,281.1316167585848,7.142857142857142,1,代,58.6064,428.4642,,,,90,,,,512.6019,,,,,,,,,,,,,5,5,,,
118,代表,3.4690302364253726e-05,0.0,0.16666666666666666,,1.5,3.4690302350337856e-05,0.0,0.5,1.0,1.5,3.469050294768465e-05,0.0,0.6666666666666666,1.0,1.6666666666666667,6,代表,39,611.2076923076922,119.50859939244938,2.5,2,代表,113.0022,428.4642,955.9407,,,90,129.0,,,512.6019,1346.6494,,,0.56688111,,,0.35988479,,,6.196000000000001,5.7535,5.9135,13,5,8.0,,
119,代謝,3.468970062788358e-05,0.0,0.0,,1.0,3.469090404495941e-05,0.0,1.0,,2.0,3.469090404495941e-05,0.0,1.0,,2.0,2,代谢,37,955.4313513513513,389.00460206619516,7.5,2,代谢,5.4188,428.4642,960.8543,,,90,26.0,,,512.6019,960.2595,,,0.02718382,,,0.00578895,,,6.196000000000001,7.2685,2.0078,17,5,12.0,,
120,令尊,3.4760842826787094e-05,4.043761928571158e-07,2.0,0.0,60.0,3.468970062788358e-05,0.0,0.0,,1.0,4.2257938309690266e-05,0.00016883095075007288,2.0,0.0,5165.0,1,令尊,39,799.9971794871792,185.44702445355662,4.878048780487805,2,令尊,0.4596,154.9333,89.1605,,,54,18.0,,,78.8807,106.8199,,,0.55357143,,,0.02731278,,,0.7931,1.4931,4.4672,17,5,12.0,,
121,令郎,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,1,令郎,36,791.2900000000002,239.4972372283237,10.0,2,令郎,0.1112,154.9333,78.1284,,,54,18.0,,,78.8807,66.5011,,,0.13392857,,,0.00180137,,,0.7931,3.3168,3.1298,14,5,9.0,,
122,以上,3.468970062788358e-05,0.0,0.0,,1.0,3.4691505892668154e-05,0.0,1.5,1.0,2.5,3.9734976102312404e-05,0.0,4.5,1.0,3444.0,6,以上,41,773.0112195121951,320.5454189127892,2.380952380952381,2,以上,47.3832,2846.5432,4716.721,,,108,285.0,,,3794.6924,3394.0252,,,0.04140674,,,0.02727952,,,5.472,5.3306,0.4111,8,5,3.0,,
123,以來,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,1,以来,37,769.7137837837839,276.0802367202462,7.5,2,以来,45.7153,2846.5432,6988.9086,,,108,176.0,,,3794.6924,5196.7161,,,0.03994921,,,0.01122769,,,5.472,4.8634,-0.1897,12,5,7.0,,
124,以便,3.468970062788358e-05,0.0,0.0,,1.0,3.469090404495941e-05,0.0,1.0,,2.0,3.469090404495941e-05,0.0,1.0,,2.0,1,以便,33,915.849696969697,325.83061635308286,17.5,2,以便,5.8043,2846.5432,333.1753,,,108,47.0,,,3794.6924,324.3143,,,0.0050722,,,0.02670441,,,5.472,5.3929,0.7899,14,5,9.0,,
125,以前,3.468970062788358e-05,0.0,0.0,,1.0,3.469752459272007e-05,0.0,6.5,1.0,7.5,4.2258076270437876e-05,6.2255470677926e-05,16.0,0.6957983193277311,5165.0,2,以前,40,612.7130000000001,150.011419141413,2.4390243902439024,2,以前,248.8213,2846.5432,1263.0123,,,108,147.0,,,3794.6924,1171.9422,,,0.21743721,,,0.29708105,,,5.472,5.8864,4.2832,14,5,9.0,,
126,以後,3.468970062788358e-05,0.0,0.0,,1.0,3.47240490302365e-05,4.8869417246440735e-09,8.5,0.9060606060606059,29.5,4.225799514781531e-05,1.410278508583574e-05,17.0,0.7668337510442773,5165.0,2,以后,42,665.862619047619,222.4019447083291,0.0,2,以后,332.6686,2846.5432,2222.0988,,,108,178.0,,,3794.6924,2316.8495,,,0.29070875,,,0.17826229999999998,,,5.472,6.1789,3.7126,11,5,6.0,,
127,仰賴,3.468970062788358e-05,0.0,0.0,,1.0,3.4693311087859345e-05,0.0,2.0,1.0,4.0,3.4706555441640005e-05,0.0,5.0,1.0,15.0,1,仰赖,24,1109.6504166666666,592.0937290113802,42.857142857142854,2,仰赖,0.1334,37.0617,92.3951,,,20,19.0,,,49.192,51.4233,,,0.00661521,,,0.0027544,,,1.8538,3.3344,4.1973,19,6,13.0,,
128,任何,3.468970062788358e-05,0.0,0.0,,1.0,3.469090404495941e-05,0.0,1.0,,2.0,3.469090404495941e-05,0.0,1.0,,2.0,2,任何,40,664.4385000000002,209.53261750308025,2.4390243902439024,2,任何,244.2105,580.0741,596.7111,,,70,45.0,,,773.3432,740.9192,,,0.41352128,,,0.42455797,,,7.1686,6.532,7.2165,13,6,7.0,,
129,任務,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,1,任务,40,576.9622499999998,145.30513373477092,0.0,2,任务,268.5397,580.0741,361.8025,,,70,83.0,,,773.3432,522.2165,,,0.45471776,,,0.60756394,,,7.1686,6.9169,8.0361,11,6,5.0,,
130,任命,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,2,任命,39,697.3723076923076,213.9670376663015,4.878048780487805,2,任命,2.5574,580.0741,482.2568,,,70,91.0,,,773.3432,570.6301,,,0.00433053,,,0.0058074,,,7.1686,5.7619,1.031,14,6,8.0,,
131,任意,3.468970062788358e-05,0.0,0.0,,1.0,3.470113872888949e-05,0.0,2.5,1.0,10.5,3.847399002314115e-05,0.0,2.5,1.0,2583.5,2,任意,41,707.568780487805,256.31182982058294,2.380952380952381,2,任意,41.4381,580.0741,1521.0864,,,70,171.0,,,773.3432,2027.7687,,,0.07016707,,,0.03449957,,,7.1686,4.9342,3.3406,19,6,13.0,,
132,任教,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,1,任教,28,1123.4760714285717,462.323536684953,33.33333333333333,2,任教,0.3558,580.0741,331.5062,,,70,125.0,,,773.3432,357.8503,,,0.00060251,,,0.00758174,,,7.1686,2.9346,-1.1025,17,6,11.0,,
133,任用,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,1,任用,37,783.4786486486487,343.3227683258147,7.5,2,任用,0.1557,580.0741,1499.9654,,,70,184.0,,,773.3432,831.7124,,,0.0002636,,,0.00026683,,,7.1686,5.2094,-3.5341,11,6,5.0,,
134,任職,3.468970062788358e-05,0.0,0.0,,1.0,3.469210750378142e-05,0.0,1.0,,3.0,3.469210750378142e-05,0.0,1.0,,3.0,1,任职,38,696.2323684210526,185.6628409376788,5.0,2,任职,1.3491,580.0741,164.0741,,,70,72.0,,,773.3432,147.5093,,,0.00228451,,,0.02598144,,,7.1686,3.295,2.1023,17,6,11.0,,
135,份,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,3.469090404495942e-05,0.0,1.0,,2.0,8,份,40,639.3,110.01813202540264,4.761904761904762,1,份,247.4426,304.3012,,,,16,,,,169.2365,,,,,,,,,,,,,6,6,,,
